N_PROF,N_LEVELS,PRES,TEMP,PSAL,LATITUDE,LONGITUDE
0,0,0.2,28.704,33.264,11.066666666666666,86.76666666666667
0,1,0.8,28.72,33.254,11.066666666666666,86.76666666666667
0,2,1.9,28.722,33.254,11.066666666666666,86.76666666666667
0,3,2.7,28.723,33.253,11.066666666666666,86.76666666666667
0,4,3.6,28.722,33.254,11.066666666666666,86.76666666666667
0,5,4.9,28.724,33.255,11.066666666666666,86.76666666666667
0,6,6.2,28.724,33.256,11.066666666666666,86.76666666666667
0,7,7.1,28.724,33.256,11.066666666666666,86.76666666666667
0,8,8.0,28.725,33.256,11.066666666666666,86.76666666666667
0,9,9.0,28.726,33.257,11.066666666666666,86.76666666666667
0,10,9.9,28.727,33.259,11.066666666666666,86.76666666666667
0,11,15.3,28.728,33.276,11.066666666666666,86.76666666666667
0,12,25.4,28.792,33.553,11.066666666666666,86.76666666666667
0,13,35.0,29.029,33.849,11.066666666666666,86.76666666666667
0,14,45.5,29.098,34.251,11.066666666666666,86.76666666666667
0,15,54.9,28.759,34.551,11.066666666666666,86.76666666666667
0,16,64.9,28.278,34.64,11.066666666666666,86.76666666666667
0,17,75.2,28.503,34.957,11.066666666666666,86.76666666666667
0,18,85.8,28.316,35.079,11.066666666666666,86.76666666666667
0,19,94.9,25.939,34.744,11.066666666666666,86.76666666666667
0,20,105.5,24.582,34.938,11.066666666666666,86.76666666666667
0,21,115.3,23.739,34.976,11.066666666666666,86.76666666666667
0,22,125.3,22.652,34.911,11.066666666666666,86.76666666666667
0,23,135.5,21.707,34.899,11.066666666666666,86.76666666666667
0,24,145.1,19.962,34.791,11.066666666666666,86.76666666666667
0,25,155.8,18.351,34.811,11.066666666666666,86.76666666666667
0,26,165.4,17.429,34.83,11.066666666666666,86.76666666666667
0,27,175.3,16.751,34.882,11.066666666666666,86.76666666666667
0,28,185.6,16.364,34.918,11.066666666666666,86.76666666666667
0,29,195.8,15.949,34.96,11.066666666666666,86.76666666666667
0,30,213.4,15.452,34.989,11.066666666666666,86.76666666666667
0,31,237.7,14.346,34.979,11.066666666666666,86.76666666666667
0,32,263.0,13.474,35.001,11.066666666666666,86.76666666666667
0,33,287.8,12.595,35.012,11.066666666666666,86.76666666666667
0,34,312.7,12.096,35.02,11.066666666666666,86.76666666666667
0,35,337.6,11.82,35.023,11.066666666666666,86.76666666666667
0,36,362.9,11.546,35.03,11.066666666666666,86.76666666666667
0,37,387.8,11.317,35.035,11.066666666666666,86.76666666666667
0,38,412.7,11.111,35.033,11.066666666666666,86.76666666666667
0,39,437.8,10.916,35.032,11.066666666666666,86.76666666666667
0,40,462.6,10.762,35.036,11.066666666666666,86.76666666666667
0,41,487.7,10.589,35.035,11.066666666666666,86.76666666666667
0,42,512.9,10.399,35.031,11.066666666666666,86.76666666666667
0,43,537.7,10.212,35.031,11.066666666666666,86.76666666666667
0,44,562.7,9.96,35.024,11.066666666666666,86.76666666666667
0,45,587.9,9.775,35.022,11.066666666666666,86.76666666666667
0,46,612.9,9.603,35.019,11.066666666666666,86.76666666666667
0,47,638.8,9.429,35.014,11.066666666666666,86.76666666666667
0,48,662.8,9.217,35.008,11.066666666666666,86.76666666666667
0,49,687.7,9.028,35.003,11.066666666666666,86.76666666666667
0,50,712.6,8.848,34.997,11.066666666666666,86.76666666666667
0,51,737.9,8.665,34.993,11.066666666666666,86.76666666666667
0,52,763.0,8.473,34.986,11.066666666666666,86.76666666666667
0,53,787.9,8.304,34.98,11.066666666666666,86.76666666666667
0,54,812.8,8.155,34.976,11.066666666666666,86.76666666666667
0,55,838.0,7.993,34.971,11.066666666666666,86.76666666666667
0,56,863.1,7.85,34.967,11.066666666666666,86.76666666666667
0,57,888.1,7.668,34.961,11.066666666666666,86.76666666666667
0,58,913.1,7.49,34.955,11.066666666666666,86.76666666666667
0,59,938.2,7.335,34.951,11.066666666666666,86.76666666666667
0,60,963.8,7.173,34.943,11.066666666666666,86.76666666666667
0,61,987.7,7.041,34.939,11.066666666666666,86.76666666666667
0,62,1012.7,6.92,34.935,11.066666666666666,86.76666666666667
0,63,1037.6,6.784,34.93,11.066666666666666,86.76666666666667
0,64,1062.7,6.656,34.925,11.066666666666666,86.76666666666667
0,65,1087.9,6.538,34.921,11.066666666666666,86.76666666666667
0,66,1112.8,6.417,34.915,11.066666666666666,86.76666666666667
0,67,1137.8,6.324,34.914,11.066666666666666,86.76666666666667
0,68,1163.2,6.226,34.911,11.066666666666666,86.76666666666667
0,69,1188.1,6.124,34.907,11.066666666666666,86.76666666666667
0,70,1212.9,6.006,34.902,11.066666666666666,86.76666666666667
0,71,1237.9,5.853,34.896,11.066666666666666,86.76666666666667
0,72,1262.9,5.711,34.89,11.066666666666666,86.76666666666667
0,73,1288.1,5.616,34.887,11.066666666666666,86.76666666666667
0,74,1313.0,5.495,34.882,11.066666666666666,86.76666666666667
0,75,1337.9,5.367,34.877,11.066666666666666,86.76666666666667
0,76,1363.6,5.259,34.873,11.066666666666666,86.76666666666667
0,77,1387.6,5.148,34.87,11.066666666666666,86.76666666666667
0,78,1412.8,5.046,34.866,11.066666666666666,86.76666666666667
0,79,1438.0,4.95,34.863,11.066666666666666,86.76666666666667
0,80,1463.0,4.844,34.858,11.066666666666666,86.76666666666667
0,81,1488.0,4.738,34.854,11.066666666666666,86.76666666666667
