N_PROF,N_LEVELS,PRES,TEMP,PSAL,LATITUDE,LONGITUDE
1,10,12.5,28.905,34.574,-0.39894666666666667,80.1776
1,11,13.5,28.889,34.576,-0.39894666666666667,80.1776
1,12,14.5,28.868,34.579,-0.39894666666666667,80.1776
1,13,15.5,28.862,34.581,-0.39894666666666667,80.1776
1,14,16.5,28.86,34.582,-0.39894666666666667,80.1776
1,15,17.5,28.859,34.583,-0.39894666666666667,80.1776
1,16,18.5,28.859,34.585,-0.39894666666666667,80.1776
1,17,19.6,28.857,34.586,-0.39894666666666667,80.1776
1,18,25.3,28.82,34.599,-0.39894666666666667,80.1776
1,19,35.1,28.682,34.658,-0.39894666666666667,80.1776
1,20,45.1,28.321,34.821,-0.39894666666666667,80.1776
1,21,54.9,27.994,34.934,-0.39894666666666667,80.1776
1,22,64.8,27.945,34.942,-0.39894666666666667,80.1776
1,23,74.8,27.935,34.957,-0.39894666666666667,80.1776
1,24,84.9,27.931,34.977,-0.39894666666666667,80.1776
1,25,95.0,27.933,34.996,-0.39894666666666667,80.1776
1,26,105.0,27.818,35.012,-0.39894666666666667,80.1776
1,27,115.0,19.869,35.135,-0.39894666666666667,80.1776
1,28,125.1,16.46,35.153,-0.39894666666666667,80.1776
1,29,134.9,16.261,35.151,-0.39894666666666667,80.1776
1,30,144.9,16.03,35.148,-0.39894666666666667,80.1776
1,31,155.1,15.784,35.143,-0.39894666666666667,80.1776
1,32,165.0,15.356,35.128,-0.39894666666666667,80.1776
1,33,175.1,15.031,35.122,-0.39894666666666667,80.1776
1,34,185.0,13.989,35.1,-0.39894666666666667,80.1776
1,35,195.0,13.353,35.083,-0.39894666666666667,80.1776
1,36,210.3,12.826,35.068,-0.39894666666666667,80.1776
1,37,229.9,12.301,35.057,-0.39894666666666667,80.1776
1,38,250.1,12.106,35.055,-0.39894666666666667,80.1776
1,39,270.0,12.034,35.052,-0.39894666666666667,80.1776
1,40,289.9,11.835,35.044,-0.39894666666666667,80.1776
1,41,309.9,11.586,35.027,-0.39894666666666667,80.1776
1,42,330.1,11.368,35.013,-0.39894666666666667,80.1776
1,43,349.9,11.242,35.016,-0.39894666666666667,80.1776
1,44,369.9,11.117,35.014,-0.39894666666666667,80.1776
1,45,390.0,10.825,34.999,-0.39894666666666667,80.1776
1,46,410.0,10.601,34.997,-0.39894666666666667,80.1776
1,47,429.9,10.472,34.988,-0.39894666666666667,80.1776
1,48,449.8,10.303,34.981,-0.39894666666666667,80.1776
1,49,469.7,10.138,34.985,-0.39894666666666667,80.1776
1,50,490.0,10.061,34.985,-0.39894666666666667,80.1776
1,51,512.6,10.015,34.987,-0.39894666666666667,80.1776
1,52,537.3,9.984,34.997,-0.39894666666666667,80.1776
1,53,562.4,9.651,34.97,-0.39894666666666667,80.1776
1,54,587.7,9.48,34.977,-0.39894666666666667,80.1776
1,55,612.6,9.251,34.966,-0.39894666666666667,80.1776
1,56,637.5,9.066,34.945,-0.39894666666666667,80.1776
1,57,662.4,8.886,34.946,-0.39894666666666667,80.1776
1,58,687.7,8.8,34.958,-0.39894666666666667,80.1776
1,59,712.9,8.471,34.958,-0.39894666666666667,80.1776
1,60,737.5,8.346,34.978,-0.39894666666666667,80.1776
1,61,762.4,8.307,34.982,-0.39894666666666667,80.1776
1,62,787.4,7.97,34.966,-0.39894666666666667,80.1776
1,63,812.3,7.78,34.962,-0.39894666666666667,80.1776
1,64,837.3,7.579,34.952,-0.39894666666666667,80.1776
1,65,862.6,7.496,34.949,-0.39894666666666667,80.1776
1,66,887.2,7.358,34.943,-0.39894666666666667,80.1776
1,67,912.4,7.29,34.946,-0.39894666666666667,80.1776
1,68,937.5,7.197,34.947,-0.39894666666666667,80.1776
1,69,962.4,7.084,34.942,-0.39894666666666667,80.1776
1,70,988.0,6.87,34.929,-0.39894666666666667,80.1776
1,71,1024.5,6.556,34.911,-0.39894666666666667,80.1776
1,72,1075.0,6.319,34.909,-0.39894666666666667,80.1776
1,73,1125.2,6.132,34.905,-0.39894666666666667,80.1776
1,74,1174.8,5.829,34.889,-0.39894666666666667,80.1776
1,75,1224.6,5.628,34.885,-0.39894666666666667,80.1776
1,76,1274.7,5.356,34.869,-0.39894666666666667,80.1776
1,77,1324.9,5.192,34.867,-0.39894666666666667,80.1776
1,78,1374.9,4.994,34.859,-0.39894666666666667,80.1776
1,79,1425.5,4.74,34.846,-0.39894666666666667,80.1776
1,80,1474.7,4.505,34.837,-0.39894666666666667,80.1776
1,81,1524.8,4.348,34.832,-0.39894666666666667,80.1776
