N_PROF,N_LEVELS,PRES,TEMP,PSAL,LATITUDE,LONGITUDE
0,0,0.3,28.418,34.187,9.916666666666666,85.81666666666666
0,1,1.0,28.416,34.188,9.916666666666666,85.81666666666666
0,2,1.7,28.415,34.187,9.916666666666666,85.81666666666666
0,3,2.9,28.416,34.188,9.916666666666666,85.81666666666666
0,4,4.3,28.422,34.188,9.916666666666666,85.81666666666666
0,5,5.3,28.42,34.191,9.916666666666666,85.81666666666666
0,6,6.4,28.421,34.191,9.916666666666666,85.81666666666666
0,7,7.3,28.423,34.189,9.916666666666666,85.81666666666666
0,8,8.2,28.423,34.189,9.916666666666666,85.81666666666666
0,9,9.1,28.421,34.202,9.916666666666666,85.81666666666666
0,10,9.9,28.424,34.194,9.916666666666666,85.81666666666666
0,11,15.0,28.421,34.223,9.916666666666666,85.81666666666666
0,12,25.2,28.437,34.276,9.916666666666666,85.81666666666666
0,13,35.5,28.485,34.302,9.916666666666666,85.81666666666666
0,14,45.4,28.583,34.354,9.916666666666666,85.81666666666666
0,15,55.0,28.733,34.445,9.916666666666666,85.81666666666666
0,16,65.5,28.158,34.475,9.916666666666666,85.81666666666666
0,17,75.3,26.202,34.636,9.916666666666666,85.81666666666666
0,18,85.4,26.203,35.071,9.916666666666666,85.81666666666666
0,19,95.9,23.502,34.886,9.916666666666666,85.81666666666666
0,20,105.4,21.692,34.82,9.916666666666666,85.81666666666666
0,21,115.5,20.779,35.013,9.916666666666666,85.81666666666666
0,22,125.3,19.917,34.927,9.916666666666666,85.81666666666666
0,23,135.5,19.279,34.948,9.916666666666666,85.81666666666666
0,24,145.5,18.423,34.929,9.916666666666666,85.81666666666666
0,25,155.3,17.903,35.002,9.916666666666666,85.81666666666666
0,26,165.3,17.383,34.991,9.916666666666666,85.81666666666666
0,27,175.3,16.772,35.006,9.916666666666666,85.81666666666666
0,28,185.3,16.154,34.973,9.916666666666666,85.81666666666666
0,29,195.6,15.547,34.944,9.916666666666666,85.81666666666666
0,30,212.7,14.581,34.968,9.916666666666666,85.81666666666666
0,31,237.7,13.444,35.007,9.916666666666666,85.81666666666666
0,32,263.7,12.837,35.036,9.916666666666666,85.81666666666666
0,33,287.5,12.369,35.038,9.916666666666666,85.81666666666666
0,34,312.9,11.919,35.047,9.916666666666666,85.81666666666666
0,35,337.8,11.582,35.037,9.916666666666666,85.81666666666666
0,36,362.6,11.336,35.034,9.916666666666666,85.81666666666666
0,37,387.6,11.117,35.034,9.916666666666666,85.81666666666666
0,38,412.8,10.879,35.034,9.916666666666666,85.81666666666666
0,39,437.8,10.645,35.035,9.916666666666666,85.81666666666666
0,40,462.9,10.501,35.039,9.916666666666666,85.81666666666666
0,41,487.8,10.285,35.035,9.916666666666666,85.81666666666666
0,42,512.8,10.1,35.032,9.916666666666666,85.81666666666666
0,43,537.8,9.967,35.031,9.916666666666666,85.81666666666666
0,44,562.6,9.809,35.027,9.916666666666666,85.81666666666666
0,45,587.6,9.622,35.021,9.916666666666666,85.81666666666666
0,46,613.0,9.456,35.016,9.916666666666666,85.81666666666666
0,47,638.2,9.287,35.01,9.916666666666666,85.81666666666666
0,48,663.3,9.083,35.004,9.916666666666666,85.81666666666666
0,49,687.7,8.888,34.998,9.916666666666666,85.81666666666666
0,50,712.8,8.73,34.994,9.916666666666666,85.81666666666666
0,51,737.7,8.575,34.989,9.916666666666666,85.81666666666666
0,52,762.7,8.454,34.985,9.916666666666666,85.81666666666666
0,53,787.9,8.31,34.977,9.916666666666666,85.81666666666666
0,54,813.4,8.146,34.97,9.916666666666666,85.81666666666666
0,55,838.4,8.012,34.967,9.916666666666666,85.81666666666666
0,56,863.2,7.895,34.965,9.916666666666666,85.81666666666666
0,57,888.2,7.77,34.962,9.916666666666666,85.81666666666666
0,58,913.7,7.617,34.954,9.916666666666666,85.81666666666666
0,59,937.4,7.518,34.952,9.916666666666666,85.81666666666666
0,60,962.9,7.392,34.95,9.916666666666666,85.81666666666666
0,61,988.1,7.033,34.936,9.916666666666666,85.81666666666666
0,62,1013.0,6.679,34.923,9.916666666666666,85.81666666666666
0,63,1037.9,6.548,34.918,9.916666666666666,85.81666666666666
0,64,1062.7,6.464,34.915,9.916666666666666,85.81666666666666
0,65,1087.6,6.356,34.911,9.916666666666666,85.81666666666666
0,66,1112.6,6.277,34.908,9.916666666666666,85.81666666666666
0,67,1137.9,6.158,34.901,9.916666666666666,85.81666666666666
0,68,1162.4,6.073,34.898,9.916666666666666,85.81666666666666
0,69,1187.7,6.03,34.897,9.916666666666666,85.81666666666666
0,70,1212.8,5.956,34.895,9.916666666666666,85.81666666666666
0,71,1237.6,5.858,34.89,9.916666666666666,85.81666666666666
0,72,1262.6,5.774,34.887,9.916666666666666,85.81666666666666
0,73,1283.7,5.728,34.886,9.916666666666666,85.81666666666666
0,74,,,,9.916666666666666,85.81666666666666
0,75,,,,9.916666666666666,85.81666666666666
0,76,,,,9.916666666666666,85.81666666666666
0,77,,,,9.916666666666666,85.81666666666666
0,78,,,,9.916666666666666,85.81666666666666
0,79,,,,9.916666666666666,85.81666666666666
0,80,,,,9.916666666666666,85.81666666666666
0,81,,,,9.916666666666666,85.81666666666666
0,82,,,,9.916666666666666,85.81666666666666
0,83,,,,9.916666666666666,85.81666666666666
0,84,,,,9.916666666666666,85.81666666666666
0,85,,,,9.916666666666666,85.81666666666666
0,86,,,,9.916666666666666,85.81666666666666
0,87,,,,9.916666666666666,85.81666666666666
0,88,,,,9.916666666666666,85.81666666666666
0,89,,,,9.916666666666666,85.81666666666666
0,90,,,,9.916666666666666,85.81666666666666
0,91,,,,9.916666666666666,85.81666666666666
0,92,,,,9.916666666666666,85.81666666666666
0,93,,,,9.916666666666666,85.81666666666666
0,94,,,,9.916666666666666,85.81666666666666
0,95,,,,9.916666666666666,85.81666666666666
0,96,,,,9.916666666666666,85.81666666666666
0,97,,,,9.916666666666666,85.81666666666666
0,98,,,,9.916666666666666,85.81666666666666
0,99,,,,9.916666666666666,85.81666666666666
0,100,,,,9.916666666666666,85.81666666666666
0,101,,,,9.916666666666666,85.81666666666666
0,102,,,,9.916666666666666,85.81666666666666
0,103,,,,9.916666666666666,85.81666666666666
1,0,0.2,28.182,33.806,9.65,85.36666666666666
1,1,0.9,28.19,33.802,9.65,85.36666666666666
1,2,1.9,28.194,33.803,9.65,85.36666666666666
1,3,2.8,28.205,33.796,9.65,85.36666666666666
1,4,3.8,28.205,33.796,9.65,85.36666666666666
1,5,4.9,28.205,33.798,9.65,85.36666666666666
1,6,6.0,28.197,33.797,9.65,85.36666666666666
1,7,7.2,28.198,33.798,9.65,85.36666666666666
1,8,8.0,28.197,33.798,9.65,85.36666666666666
1,9,8.7,28.195,33.799,9.65,85.36666666666666
1,10,9.9,28.196,33.797,9.65,85.36666666666666
1,11,15.9,28.2,33.797,9.65,85.36666666666666
1,12,25.3,28.205,33.797,9.65,85.36666666666666
1,13,35.1,28.217,33.803,9.65,85.36666666666666
1,14,45.6,28.232,34.006,9.65,85.36666666666666
1,15,55.0,26.845,34.52,9.65,85.36666666666666
1,16,65.7,25.376,34.849,9.65,85.36666666666666
1,17,75.0,24.121,34.813,9.65,85.36666666666666
1,18,85.1,22.681,34.901,9.65,85.36666666666666
1,19,95.6,21.524,34.965,9.65,85.36666666666666
1,20,105.1,20.72,35.018,9.65,85.36666666666666
1,21,115.3,19.763,34.961,9.65,85.36666666666666
1,22,125.5,18.937,34.921,9.65,85.36666666666666
1,23,135.6,17.987,34.935,9.65,85.36666666666666
