N_PROF,N_LEVELS,PRES,TEMP,PSAL,LATITUDE,LONGITUDE
0,0,0.3,28.529,33.502,11.983333333333333,87.86666666666666
0,1,1.0,28.521,33.507,11.983333333333333,87.86666666666666
0,2,1.8,28.524,33.506,11.983333333333333,87.86666666666666
0,3,2.8,28.53,33.504,11.983333333333333,87.86666666666666
0,4,3.9,28.528,33.504,11.983333333333333,87.86666666666666
0,5,5.0,28.533,33.504,11.983333333333333,87.86666666666666
0,6,5.8,28.535,33.504,11.983333333333333,87.86666666666666
0,7,6.7,28.536,33.504,11.983333333333333,87.86666666666666
0,8,7.9,28.536,33.504,11.983333333333333,87.86666666666666
0,9,9.2,28.537,33.504,11.983333333333333,87.86666666666666
0,10,10.0,28.535,33.504,11.983333333333333,87.86666666666666
0,11,15.5,28.539,33.505,11.983333333333333,87.86666666666666
0,12,25.8,28.597,33.56,11.983333333333333,87.86666666666666
0,13,35.3,28.814,33.851,11.983333333333333,87.86666666666666
0,14,45.3,28.985,34.172,11.983333333333333,87.86666666666666
0,15,55.4,29.054,34.47,11.983333333333333,87.86666666666666
0,16,65.5,28.836,34.542,11.983333333333333,87.86666666666666
0,17,75.8,28.946,34.942,11.983333333333333,87.86666666666666
0,18,85.3,28.691,34.966,11.983333333333333,87.86666666666666
0,19,95.4,28.147,35.145,11.983333333333333,87.86666666666666
0,20,105.6,27.656,35.39,11.983333333333333,87.86666666666666
0,21,115.4,25.568,35.043,11.983333333333333,87.86666666666666
0,22,125.3,24.178,34.85,11.983333333333333,87.86666666666666
0,23,135.6,22.785,34.884,11.983333333333333,87.86666666666666
0,24,145.1,21.101,34.844,11.983333333333333,87.86666666666666
0,25,155.6,19.924,34.737,11.983333333333333,87.86666666666666
0,26,165.8,19.239,34.789,11.983333333333333,87.86666666666666
0,27,175.6,18.433,34.822,11.983333333333333,87.86666666666666
0,28,185.7,17.952,34.836,11.983333333333333,87.86666666666666
0,29,195.6,17.432,34.87,11.983333333333333,87.86666666666666
0,30,212.9,16.251,34.917,11.983333333333333,87.86666666666666
0,31,237.6,15.192,34.929,11.983333333333333,87.86666666666666
0,32,263.0,14.079,34.956,11.983333333333333,87.86666666666666
0,33,287.6,13.308,34.983,11.983333333333333,87.86666666666666
0,34,312.7,12.66,35.011,11.983333333333333,87.86666666666666
0,35,337.9,12.233,35.043,11.983333333333333,87.86666666666666
0,36,362.8,11.758,35.03,11.983333333333333,87.86666666666666
0,37,387.8,11.36,35.031,11.983333333333333,87.86666666666666
0,38,413.5,11.051,35.03,11.983333333333333,87.86666666666666
0,39,437.6,10.827,35.029,11.983333333333333,87.86666666666666
0,40,462.7,10.645,35.032,11.983333333333333,87.86666666666666
0,41,488.0,10.433,35.03,11.983333333333333,87.86666666666666
0,42,512.8,10.246,35.028,11.983333333333333,87.86666666666666
0,43,537.6,10.033,35.026,11.983333333333333,87.86666666666666
0,44,562.9,9.836,35.023,11.983333333333333,87.86666666666666
0,45,587.8,9.688,35.021,11.983333333333333,87.86666666666666
0,46,612.9,9.52,35.016,11.983333333333333,87.86666666666666
0,47,638.1,9.315,35.012,11.983333333333333,87.86666666666666
0,48,663.0,9.17,35.007,11.983333333333333,87.86666666666666
0,49,688.0,8.989,35.003,11.983333333333333,87.86666666666666
0,50,712.9,8.788,34.999,11.983333333333333,87.86666666666666
0,51,737.7,8.609,34.993,11.983333333333333,87.86666666666666
0,52,762.6,8.445,34.988,11.983333333333333,87.86666666666666
0,53,787.6,8.268,34.982,11.983333333333333,87.86666666666666
0,54,813.8,8.103,34.978,11.983333333333333,87.86666666666666
0,55,838.1,7.955,34.973,11.983333333333333,87.86666666666666
0,56,862.6,7.804,34.968,11.983333333333333,87.86666666666666
0,57,887.7,7.664,34.964,11.983333333333333,87.86666666666666
0,58,913.0,7.544,34.959,11.983333333333333,87.86666666666666
0,59,937.9,7.394,34.953,11.983333333333333,87.86666666666666
0,60,962.8,7.264,34.948,11.983333333333333,87.86666666666666
0,61,988.0,7.103,34.943,11.983333333333333,87.86666666666666
0,62,1013.0,6.933,34.937,11.983333333333333,87.86666666666666
0,63,1038.4,6.79,34.932,11.983333333333333,87.86666666666666
0,64,1062.8,6.645,34.926,11.983333333333333,87.86666666666666
0,65,1088.1,6.504,34.921,11.983333333333333,87.86666666666666
0,66,1113.1,6.372,34.916,11.983333333333333,87.86666666666666
0,67,1138.1,6.253,34.912,11.983333333333333,87.86666666666666
0,68,1163.3,6.137,34.907,11.983333333333333,87.86666666666666
0,69,1188.0,6.004,34.902,11.983333333333333,87.86666666666666
0,70,1212.8,5.883,34.897,11.983333333333333,87.86666666666666
0,71,1237.6,5.778,34.893,11.983333333333333,87.86666666666666
0,72,1262.7,5.684,34.889,11.983333333333333,87.86666666666666
0,73,1287.8,5.597,34.886,11.983333333333333,87.86666666666666
0,74,1312.5,5.491,34.882,11.983333333333333,87.86666666666666
0,75,1338.5,5.387,34.878,11.983333333333333,87.86666666666666
0,76,1362.8,5.308,34.875,11.983333333333333,87.86666666666666
0,77,1387.8,5.197,34.871,11.983333333333333,87.86666666666666
0,78,1413.1,5.116,34.868,11.983333333333333,87.86666666666666
0,79,1438.1,5.039,34.865,11.983333333333333,87.86666666666666
0,80,1463.2,4.957,34.862,11.983333333333333,87.86666666666666
0,81,1487.9,4.863,34.859,11.983333333333333,87.86666666666666
0,82,1512.9,4.766,34.855,11.983333333333333,87.86666666666666
0,83,1530.3,4.705,34.853,11.983333333333333,87.86666666666666
0,84,,,,11.983333333333333,87.86666666666666
0,85,,,,11.983333333333333,87.86666666666666
0,86,,,,11.983333333333333,87.86666666666666
0,87,,,,11.983333333333333,87.86666666666666
0,88,,,,11.983333333333333,87.86666666666666
0,89,,,,11.983333333333333,87.86666666666666
0,90,,,,11.983333333333333,87.86666666666666
0,91,,,,11.983333333333333,87.86666666666666
0,92,,,,11.983333333333333,87.86666666666666
